hname,shcode,expcode,etfchk,filler,gubun
동화약품,000020,KR7000020008,0,,1
KR모터스,000040,KR7000040006,0,,1
경방,000050,KR7000050005,0,,1
삼양홀딩스,000070,KR7000070003,0,,1
삼양홀딩스우,000075,KR7000071001,0,,1
하이트진로,000080,KR7000080002,0,,1
하이트진로2우B,000087,KR7000082008,0,,1
유한양행,000100,KR7000100008,0,,1
유한양행우,000105,KR7000101006,0,,1
CJ대한통운,000120,KR7000120006,0,,1
하이트진로홀딩스,000140,KR7000140004,0,,1
하이트진로홀딩스우,000145,KR7000141002,0,,1
두산,000150,KR7000150003,0,,1
두산우,000155,KR7000151001,0,,1
두산2우B,000157,KR7000152009,0,,1
성창기업지주,000180,KR7000180000,0,,1
DL,000210,KR7000210005,0,,1
DL우,000215,KR7000211003,0,,1
유유제약,000220,KR7000220004,0,,1
유유제약1우,000225,KR7000221002,0,,1
유유제약2우B,000227,KR7000222000,0,,1
일동홀딩스,000230,KR7000230003,0,,1
한국앤컴퍼니,000240,KR7000240002,0,,1
기아,000270,KR7000270009,0,,1
대유플러스,000300,KR7000300004,0,,1
노루홀딩스,000320,KR7000320002,0,,1
노루홀딩스우,000325,KR7000321000,0,,1
한화손해보험,000370,KR7000370007,0,,1
삼화페인트,000390,KR7000390005,0,,1
롯데손해보험,000400,KR7000400002,0,,1
대원강업,000430,KR7000430009,0,,1
CR홀딩스,000480,KR7000480004,0,,1
대동,000490,KR7000490003,0,,1
가온전선,000500,KR7000500009,0,,1
삼일제약,000520,KR7000520007,0,,1
흥국화재,000540,KR7000540005,0,,1
흥국화재우,000545,KR7000541003,0,,1
CS홀딩스,000590,KR7000590000,0,,1
동아쏘시오홀딩스,000640,KR7000640003,0,,1
천일고속,000650,KR7000650002,0,,1
SK하이닉스,000660,KR7000660001,0,,1
영풍,000670,KR7000670000,0,,1
LS네트웍스,000680,KR7000680009,0,,1
유수홀딩스,000700,KR7000700005,0,,1
현대건설,000720,KR7000720003,0,,1
현대건설우,000725,KR7000721001,0,,1
이화산업,000760,KR7000760009,0,,1
삼성화재,000810,KR7000810002,0,,1
삼성화재우,000815,KR7000811000,0,,1
화천기공,000850,KR7000850008,0,,1
강남제비스코,000860,KR7000860007,0,,1
한화,000880,KR7000880005,0,,1
한화우,000885,KR7000881003,0,,1
한화3우B,00088K,KR700088K015,0,,1
보해양조,000890,KR7000890004,0,,1
유니온,000910,KR7000910000,0,,1
전방,000950,KR7000950006,0,,1
한국주철관,000970,KR7000970004,0,,1
DB하이텍,000990,KR7000990002,0,,1
페이퍼코리아,001020,KR7001020007,0,,1
CJ,001040,KR7001040005,0,,1
CJ우,001045,KR7001041003,0,,1
CJ4우(전환),00104K,KR700104K010,0,,1
JW중외제약,001060,KR7001060003,0,,1
JW중외제약우,001065,KR7001061001,0,,1
JW중외제약2우B,001067,KR7001062009,0,,1
대한방직,001070,KR7001070002,0,,1
만호제강,001080,KR7001080001,0,,1
LX인터내셔널,001120,KR7001120005,0,,1
대한제분,001130,KR7001130004,0,,1
국보,001140,KR7001140003,0,,1
유진투자증권,001200,KR7001200005,0,,1
금호전기,001210,KR7001210004,0,,1
동국홀딩스,001230,KR7001230002,0,,1
GS글로벌,001250,KR7001250000,0,,1
남광토건,001260,KR7001260009,0,,1
부국증권,001270,KR7001270008,0,,1
부국증권우,001275,KR7001271006,0,,1
상상인증권,001290,KR7001290006,0,,1
백광산업,001340,KR7001340009,0,,1
삼성제약,001360,KR7001360007,0,,1
SG글로벌,001380,KR7001380005,0,,1
KG케미칼,001390,KR7001390004,0,,1
태원물산,001420,KR7001420009,0,,1
세아베스틸지주,001430,KR7001430008,0,,1
대한전선,001440,KR7001440007,0,,1
현대해상,001450,KR7001450006,0,,1
BYC,001460,KR7001460005,0,,1
BYC우,001465,KR7001461003,0,,1
삼부토건,001470,KR7001470004,0,,1
현대차증권,001500,KR7001500008,0,,1
SK증권,001510,KR7001510007,0,,1
SK증권우,001515,KR7001511005,0,,1
동양,001520,KR7001520006,0,,1
동양우,001525,KR7001521004,0,,1
동양2우B,001527,KR7001522002,0,,1
DI동일,001530,KR7001530005,0,,1
조비,001550,KR7001550003,0,,1
제일연마,001560,KR7001560002,0,,1
금양,001570,KR7001570001,0,,1
케이비아이동국실업,001620,KR7001620004,0,,1
종근당홀딩스,001630,KR7001630003,0,,1
대상,001680,KR7001680008,0,,1
대상우,001685,KR7001681006,0,,1
신영증권,001720,KR7001720002,0,,1
신영증권우,001725,KR7001721000,0,,1
SK네트웍스,001740,KR7001740000,0,,1
한양증권,001750,KR7001750009,0,,1
한양증권우,001755,KR7001751007,0,,1
SHD,001770,KR7001770007,0,,1
알루코,001780,KR7001780006,0,,1
대한제당,001790,KR7001790005,0,,1
대한제당우,001795,KR7001791003,0,,1
오리온홀딩스,001800,KR7001800002,0,,1
삼화콘덴서,001820,KR7001820000,0,,1
DL건설,001880,KR7001880004,0,,1
KISCO홀딩스,001940,KR7001940006,0,,1
코오롱,002020,KR7002020006,0,,1
코오롱우,002025,KR7002021004,0,,1
아세아,002030,KR7002030005,0,,1
비비안,002070,KR7002070001,0,,1
경농,002100,KR7002100006,0,,1
고려산업,002140,KR7002140002,0,,1
도화엔지니어링,002150,KR7002150001,0,,1
삼양통상,002170,KR7002170009,0,,1
한국수출포장,002200,KR7002200004,0,,1
동성제약,002210,KR7002210003,0,,1
한일철강,002220,KR7002220002,0,,1
고려제강,002240,KR7002240000,0,,1
아세아제지,002310,KR7002310001,0,,1
한진,002320,KR7002320000,0,,1
넥센타이어,002350,KR7002350007,0,,1
넥센타이어1우B,002355,KR7002351005,0,,1
SH에너지화학,002360,KR7002360006,0,,1
KCC,002380,KR7002380004,0,,1
한독,002390,KR7002390003,0,,1
범양건영,002410,KR7002410009,0,,1
세기상사,002420,KR7002420008,0,,1
삼익악기,002450,KR7002450005,0,,1
화성산업,002460,KR7002460004,0,,1
조흥,002600,KR7002600005,0,,1
제일파마홀딩스,002620,KR7002620003,0,,1
오리엔트바이오,002630,KR7002630002,0,,1
동일제강,002690,KR7002690006,0,,1
신일전자,002700,KR7002700003,0,,1
TCC스틸,002710,KR7002710002,0,,1
국제약품,002720,KR7002720001,0,,1
보락,002760,KR7002760007,0,,1
진흥기업,002780,KR7002780005,0,,1
진흥기업우B,002785,KR7002781003,0,,1
진흥기업2우B,002787,KR7002782001,0,,1
아모레G,002790,KR7002790004,0,,1
아모레G우,002795,KR7002791002,0,,1
아모레G3우(전환),00279K,KR700279K010,0,,1
삼영무역,002810,KR7002810000,0,,1
SUN&L,002820,KR7002820009,0,,1
미원상사,002840,KR7002840007,0,,1
신풍,002870,KR7002870004,0,,1
대유에이텍,002880,KR7002880003,0,,1
TYM,002900,KR7002900009,0,,1
유성기업,002920,KR7002920007,0,,1
한국쉘석유,002960,KR7002960003,0,,1
금호건설,002990,KR7002990000,0,,1
금호건설우,002995,KR7002991008,0,,1
부광약품,003000,KR7003000007,0,,1
혜인,003010,KR7003010006,0,,1
세아제강지주,003030,KR7003030004,0,,1
에이프로젠바이오로직스,003060,KR7003060001,0,,1
코오롱글로벌,003070,KR7003070000,0,,1
코오롱글로벌우,003075,KR7003071008,0,,1
성보화학,003080,KR7003080009,0,,1
대웅,003090,KR7003090008,0,,1
일성신약,003120,KR7003120003,0,,1
디아이,003160,KR7003160009,0,,1
일신방직,003200,KR7003200003,0,,1
대원제약,003220,KR7003220001,0,,1
삼양식품,003230,KR7003230000,0,,1
태광산업,003240,KR7003240009,0,,1
흥아해운,003280,KR7003280005,0,,1
한일홀딩스,003300,KR7003300001,0,,1
한국화장품제조,003350,KR7003350006,0,,1
쌍용C&E,003410,KR7003410008,0,,1
유화증권,003460,KR7003460003,0,,1
유화증권우,003465,KR7003461001,0,,1
유안타증권,003470,KR7003470002,0,,1
유안타증권우,003475,KR7003471000,0,,1
한진중공업홀딩스,003480,KR7003480001,0,,1
대한항공,003490,KR7003490000,0,,1
대한항공우,003495,KR7003491008,0,,1
영진약품,003520,KR7003520004,0,,1
한화투자증권,003530,KR7003530003,0,,1
한화투자증권우,003535,KR7003531001,0,,1
대신증권,003540,KR7003540002,0,,1
대신증권우,003545,KR7003541000,0,,1
대신증권2우B,003547,KR7003542008,0,,1
LG,003550,KR7003550001,0,,1
LG우,003555,KR7003551009,0,,1
IHQ,003560,KR7003560000,0,,1
SNT다이내믹스,003570,KR7003570009,0,,1
HLB글로벌,003580,KR7003580008,0,,1
방림,003610,KR7003610003,0,,1
KG모빌리티,003620,KR7003620002,0,,1
미창석유,003650,KR7003650009,0,,1
포스코퓨처엠,003670,KR7003670007,0,,1
한성기업,003680,KR7003680006,0,,1
코리안리,003690,KR7003690005,0,,1
삼영,003720,KR7003720000,0,,1
진양산업,003780,KR7003780004,0,,1
대한화섬,003830,KR7003830007,0,,1
보령,003850,KR7003850005,0,,1
남양유업,003920,KR7003920006,0,,1
남양유업우,003925,KR7003921004,0,,1
사조대림,003960,KR7003960002,0,,1
롯데정밀화학,004000,KR7004000006,0,,1
현대제철,004020,KR7004020004,0,,1
SG세계물산,004060,KR7004060000,0,,1
신흥,004080,KR7004080008,0,,1
한국석유,004090,KR7004090007,0,,1
태양금속,004100,KR7004100004,0,,1
태양금속우,004105,KR7004101002,0,,1
동방,004140,KR7004140000,0,,1
한솔홀딩스,004150,KR7004150009,0,,1
신세계,004170,KR7004170007,0,,1
NPC,004250,KR7004250007,0,,1
NPC우,004255,KR7004251005,0,,1
남성,004270,KR7004270005,0,,1
현대약품,004310,KR7004310009,0,,1
세방,004360,KR7004360004,0,,1
세방우,004365,KR7004361002,0,,1
농심,004370,KR7004370003,0,,1
삼익THK,004380,KR7004380002,0,,1
서울식품,004410,KR7004410007,0,,1
서울식품우,004415,KR7004411005,0,,1
송원산업,004430,KR7004430005,0,,1
삼일씨엔에스,004440,KR7004440004,0,,1
삼화왕관,004450,KR7004450003,0,,1
세방전지,004490,KR7004490009,0,,1
깨끗한나라,004540,KR7004540001,0,,1
깨끗한나라우,004545,KR7004541009,0,,1
현대비앤지스틸,004560,KR7004560009,0,,1
삼천리,004690,KR7004690004,0,,1
조광피혁,004700,KR7004700001,0,,1
한솔테크닉스,004710,KR7004710000,0,,1
팜젠사이언스,004720,KR7004720009,0,,1
써니전자,004770,KR7004770004,0,,1
효성,004800,KR7004800009,0,,1
덕성,004830,KR7004830006,0,,1
덕성우,004835,KR7004831004,0,,1
DRB동일,004840,KR7004840005,0,,1
티웨이홀딩스,004870,KR7004870002,0,,1
동일산업,004890,KR7004890000,0,,1
조광페인트,004910,KR7004910006,0,,1
씨아이테크,004920,KR7004920005,0,,1
한신공영,004960,KR7004960001,0,,1
신라교역,004970,KR7004970000,0,,1
성신양회,004980,KR7004980009,0,,1
성신양회우,004985,KR7004981007,0,,1
롯데지주,004990,KR7004990008,0,,1
롯데지주우,00499K,KR700499K014,0,,1
휴스틸,005010,KR7005010004,0,,1
부산주공,005030,KR7005030002,0,,1
코스모신소재,005070,KR7005070008,0,,1
SGC에너지,005090,KR7005090006,0,,1
한창,005110,KR7005110002,0,,1
빙그레,005180,KR7005180005,0,,1
녹십자홀딩스,005250,KR7005250006,0,,1
녹십자홀딩스2우,005257,KR7005252002,0,,1
롯데칠성,005300,KR7005300009,0,,1
롯데칠성우,005305,KR7005301007,0,,1
국동,005320,KR7005320007,0,,1
모나미,005360,KR7005360003,0,,1
현대차,005380,KR7005380001,0,,1
현대차우,005385,KR7005381009,0,,1
현대차2우B,005387,KR7005382007,0,,1
현대차3우B,005389,KR7005383005,0,,1
신성통상,005390,KR7005390000,0,,1
코스모화학,005420,KR7005420005,0,,1
한국공항,005430,KR7005430004,0,,1
현대지에프홀딩스,005440,KR7005440003,0,,1
POSCO홀딩스,005490,KR7005490008,0,,1
삼진제약,005500,KR7005500004,0,,1
SPC삼립,005610,KR7005610001,0,,1
삼영전자,005680,KR7005680004,0,,1
파미셀,005690,KR7005690003,0,,1
넥센,005720,KR7005720008,0,,1
넥센우,005725,KR7005721006,0,,1
크라운해태홀딩스,005740,KR7005740006,0,,1
크라운해태홀딩스우,005745,KR7005741004,0,,1
대림B&Co,005750,KR7005750005,0,,1
신영와코루,005800,KR7005800008,0,,1
풍산홀딩스,005810,KR7005810007,0,,1
원림,005820,KR7005820006,0,,1
DB손해보험,005830,KR7005830005,0,,1
에스엘,005850,KR7005850003,0,,1
휴니드,005870,KR7005870001,0,,1
대한해운,005880,KR7005880000,0,,1
삼성전자,005930,KR7005930003,0,,1
삼성전자우,005935,KR7005931001,0,,1
NH투자증권,005940,KR7005940002,0,,1
NH투자증권우,005945,KR7005941000,0,,1
이수화학,005950,KR7005950001,0,,1
동부건설,005960,KR7005960000,0,,1
동부건설우,005965,KR7005961008,0,,1
동원산업,006040,KR7006040000,0,,1
화승인더,006060,KR7006060008,0,,1
사조오양,006090,KR7006090005,0,,1
삼아알미늄,006110,KR7006110001,0,,1
SK디스커버리,006120,KR7006120000,0,,1
SK디스커버리우,006125,KR7006121008,0,,1
한국전자홀딩스,006200,KR7006200000,0,,1
제주은행,006220,KR7006220008,0,,1
LS,006260,KR7006260004,0,,1
녹십자,006280,KR7006280002,0,,1
대원전선,006340,KR7006340004,0,,1
대원전선우,006345,KR7006341002,0,,1
GS건설,006360,KR7006360002,0,,1
대구백화점,006370,KR7006370001,0,,1
카프로,006380,KR7006380000,0,,1
한일현대시멘트,006390,KR7006390009,0,,1
삼성SDI,006400,KR7006400006,0,,1
삼성SDI우,006405,KR7006401004,0,,1
인스코비,006490,KR7006490007,0,,1
대림통상,006570,KR7006570006,0,,1
대한유화,006650,KR7006650006,0,,1
삼성공조,006660,KR7006660005,0,,1
영풍제지,006740,KR7006740005,0,,1
미래에셋증권,006800,KR7006800007,0,,1
미래에셋증권우,006805,KR7006801005,0,,1
미래에셋증권2우B,00680K,KR700680K019,0,,1
AK홀딩스,006840,KR7006840003,0,,1
신송홀딩스,006880,KR7006880009,0,,1
태경케미컬,006890,KR7006890008,0,,1
우성,006980,KR7006980007,0,,1
GS리테일,007070,KR7007070006,0,,1
일신석재,007110,KR7007110000,0,,1
미래아이앤지,007120,KR7007120009,0,,1
사조산업,007160,KR7007160005,0,,1
벽산,007210,KR7007210008,0,,1
한국특강,007280,KR7007280001,0,,1
오뚜기,007310,KR7007310006,0,,1
DN오토모티브,007340,KR7007340003,0,,1
에이프로젠,007460,KR7007460009,0,,1
샘표,007540,KR7007540008,0,,1
일양약품,007570,KR7007570005,0,,1
일양약품우,007575,KR7007571003,0,,1
동방아그로,007590,KR7007590003,0,,1
선도전기,007610,KR7007610009,0,,1
이수페타시스,007660,KR7007660004,0,,1
국도화학,007690,KR7007690001,0,,1
F&F홀딩스,007700,KR7007700008,0,,1
코리아써키트,007810,KR7007810005,0,,1
코리아써우,007815,KR7007811003,0,,1
코리아써키트2우B,00781K,KR700781K015,0,,1
서연,007860,KR7007860000,0,,1
태평양물산,007980,KR7007980006,0,,1
사조동아원,008040,KR7008040008,0,,1
대덕,008060,KR7008060006,0,,1
대덕1우,00806K,KR700806K010,0,,1
대동전자,008110,KR7008110009,0,,1
이건산업,008250,KR7008250003,0,,1
NI스틸,008260,KR7008260002,0,,1
남선알미늄,008350,KR7008350001,0,,1
남선알미우,008355,KR7008351009,0,,1
문배철강,008420,KR7008420002,0,,1
서흥,008490,KR7008490005,0,,1
일정실업,008500,KR7008500001,0,,1
윌비스,008600,KR7008600009,0,,1
아남전자,008700,KR7008700007,0,,1
율촌화학,008730,KR7008730004,0,,1
호텔신라,008770,KR7008770000,0,,1
호텔신라우,008775,KR7008771008,0,,1
금비,008870,KR7008870008,0,,1
한미사이언스,008930,KR7008930000,0,,1
동양철관,008970,KR7008970006,0,,1
KCTC,009070,KR7009070004,0,,1
경인전자,009140,KR7009140005,0,,1
삼성전기,009150,KR7009150004,0,,1
삼성전기우,009155,KR7009151002,0,,1
SIMPAC,009160,KR7009160003,0,,1
한솔로지스틱스,009180,KR7009180001,0,,1
대양금속,009190,KR7009190000,0,,1
무림페이퍼,009200,KR7009200007,0,,1
한샘,009240,KR7009240003,0,,1
신원,009270,KR7009270000,0,,1
광동제약,009290,KR7009290008,0,,1
참엔지니어링,009310,KR7009310004,0,,1
대우부품,009320,KR7009320003,0,,1
태영건설,009410,KR7009410002,0,,1
태영건설우,009415,KR7009411000,0,,1
한올바이오파마,009420,KR7009420001,0,,1
KC그린홀딩스,009440,KR7009440009,0,,1
경동나비엔,009450,KR7009450008,0,,1
한창제지,009460,KR7009460007,0,,1
삼화전기,009470,KR7009470006,0,,1
HD한국조선해양,009540,KR7009540006,0,,1
무림P&P,009580,KR7009580002,0,,1
모토닉,009680,KR7009680000,0,,1
삼정펄프,009770,KR7009770009,0,,1
플레이그램,009810,KR7009810003,0,,1
한화솔루션,009830,KR7009830001,0,,1
한화솔루션우,009835,KR7009831009,0,,1
명신산업,009900,KR7009900002,0,,1
영원무역홀딩스,009970,KR7009970005,0,,1
한국내화,010040,KR7010040004,0,,1
OCI홀딩스,010060,KR7010060002,0,,1
한국무브넥스,010100,KR7010100006,0,,1
LS ELECTRIC,010120,KR7010120004,0,,1
고려아연,010130,KR7010130003,0,,1
삼성중공업,010140,KR7010140002,0,,1
우진아이엔에스,010400,KR7010400000,0,,1
한솔PNS,010420,KR7010420008,0,,1
에스엠벡셀,010580,KR7010580009,0,,1
웰바이오텍,010600,KR7010600005,0,,1
현대미포조선,010620,KR7010620003,0,,1
진양폴리,010640,KR7010640001,0,,1
화천기계,010660,KR7010660009,0,,1
화신,010690,KR7010690006,0,,1
평화홀딩스,010770,KR7010770006,0,,1
아이에스동서,010780,KR7010780005,0,,1
퍼스텍,010820,KR7010820009,0,,1
S-Oil,010950,KR7010950004,0,,1
S-Oil우,010955,KR7010951002,0,,1
삼호개발,010960,KR7010960003,0,,1
진원생명과학,011000,KR7011000007,0,,1
LG이노텍,011070,KR7011070000,0,,1
에넥스,011090,KR7011090008,0,,1
CJ씨푸드,011150,KR7011150000,0,,1
CJ씨푸드1우,011155,KR7011151008,0,,1
롯데케미칼,011170,KR7011170008,0,,1
HMM,011200,KR7011200003,0,,1
현대위아,011210,KR7011210002,0,,1
삼화전자,011230,KR7011230000,0,,1
태림포장,011280,KR7011280005,0,,1
성안,011300,KR7011300001,0,,1
유니켐,011330,KR7011330008,0,,1
부산산업,011390,KR7011390002,0,,1
갤럭시아에스엠,011420,KR7011420007,0,,1
한농화성,011500,KR7011500006,0,,1
와이투솔루션,011690,KR7011690005,0,,1
한신기계,011700,KR7011700002,0,,1
현대코퍼레이션,011760,KR7011760006,0,,1
금호석유,011780,KR7011780004,0,,1
금호석유우,011785,KR7011781002,0,,1
SKC,011790,KR7011790003,0,,1
STX,011810,KR7011810009,0,,1
신성이엔지,011930,KR7011930005,0,,1
DB,012030,KR7012030003,0,,1
영흥,012160,KR7012160008,0,,1
아센디오,012170,KR7012170007,0,,1
계양전기,012200,KR7012200002,0,,1
계양전기우,012205,KR7012201000,0,,1
영화금속,012280,KR7012280004,0,,1
경동인베스트,012320,KR7012320008,0,,1
현대모비스,012330,KR7012330007,0,,1
한화에어로스페이스,012450,KR7012450003,0,,1
더존비즈온,012510,KR7012510004,0,,1
청호ICT,012600,KR7012600003,0,,1
경인양행,012610,KR7012610002,0,,1
HDC,012630,KR7012630000,0,,1
모나리자,012690,KR7012690004,0,,1
에스원,012750,KR7012750006,0,,1
대창,012800,KR7012800009,0,,1
세우글로벌,013000,KR7013000005,0,,1
일성건설,013360,KR7013360003,0,,1
화승코퍼레이션,013520,KR7013520002,0,,1
디와이,013570,KR7013570007,0,,1
계룡건설,013580,KR7013580006,0,,1
까뮤이앤씨,013700,KR7013700000,0,,1
지엠비코리아,013870,KR7013870001,0,,1
지누스,013890,KR7013890009,0,,1
한익스프레스,014130,KR7014130009,0,,1
대영포장,014160,KR7014160006,0,,1
금강공업,014280,KR7014280002,0,,1
금강공업우,014285,KR7014281000,0,,1
영보화학,014440,KR7014440002,0,,1
극동유화,014530,KR7014530000,0,,1
태경비케이,014580,KR7014580005,0,,1
한솔케미칼,014680,KR7014680003,0,,1
사조씨푸드,014710,KR7014710008,0,,1
HL D&I,014790,KR7014790000,0,,1
동원시스템즈,014820,KR7014820005,0,,1
동원시스템즈우,014825,KR7014821003,0,,1
유니드,014830,KR7014830004,0,,1
성문전자,014910,KR7014910004,0,,1
성문전자우,014915,KR7014911002,0,,1
인디에프,014990,KR7014990006,0,,1
이스타코,015020,KR7015020001,0,,1
대창단조,015230,KR7015230006,0,,1
에이엔피,015260,KR7015260003,0,,1
예스코홀딩스,015360,KR7015360001,0,,1
KIB플러그에너지,015590,KR7015590003,0,,1
한국전력,015760,KR7015760002,0,,1
일진홀딩스,015860,KR7015860000,0,,1
태경산업,015890,KR7015890007,0,,1
대현,016090,KR7016090003,0,,1
삼성증권,016360,KR7016360000,0,,1
KG스틸,016380,KR7016380008,0,,1
한세예스24홀딩스,016450,KR7016450009,0,,1
환인제약,016580,KR7016580003,0,,1
신대양제지,016590,KR7016590002,0,,1
DB금융투자,016610,KR7016610008,0,,1
대성홀딩스,016710,KR7016710006,0,,1
두올,016740,KR7016740003,0,,1
퍼시스,016800,KR7016800005,0,,1
웅진,016880,KR7016880007,0,,1
광명전기,017040,KR7017040007,0,,1
명문제약,017180,KR7017180001,0,,1
우신시스템,017370,KR7017370008,0,,1
서울가스,017390,KR7017390006,0,,1
수산중공업,017550,KR7017550005,0,,1
SK텔레콤,017670,KR7017670001,0,,1
현대엘리베이,017800,KR7017800004,0,,1
풀무원,017810,KR7017810003,0,,1
광전자,017900,KR7017900002,0,,1
E1,017940,KR7017940008,0,,1
한국카본,017960,KR7017960006,0,,1
애경산업,018250,KR7018250001,0,,1
삼성에스디에스,018260,KR7018260000,0,,1
조일알미늄,018470,KR7018470005,0,,1
동원금속,018500,KR7018500009,0,,1
SK가스,018670,KR7018670000,0,,1
한온시스템,018880,KR7018880005,0,,1
신풍제약,019170,KR7019170000,0,,1
신풍제약우,019175,KR7019171008,0,,1
티에이치엔,019180,KR7019180009,0,,1
세아특수강,019440,KR7019440007,0,,1
하이트론,019490,KR7019490002,0,,1
대교,019680,KR7019680008,0,,1
대교우B,019685,KR7019681006,0,,1
한섬,020000,KR7020000006,0,,1
키다리스튜디오,020120,KR7020120002,0,,1
롯데에너지머티리얼즈,020150,KR7020150009,0,,1
아시아나항공,020560,KR7020560009,0,,1
일진디스플,020760,KR7020760005,0,,1
서원,021050,KR7021050000,0,,1
코웨이,021240,KR7021240007,0,,1
세원정공,021820,KR7021820006,0,,1
삼원강재,023000,KR7023000003,0,,1
MH에탄올,023150,KR7023150006,0,,1
한국종합기술,023350,KR7023350002,0,,1
동남합성,023450,KR7023450000,0,,1
롯데쇼핑,023530,KR7023530009,0,,1
다우기술,023590,KR7023590003,0,,1
인지컨트롤스,023800,KR7023800006,0,,1
인팩,023810,KR7023810005,0,,1
에쓰씨엔지니어링,023960,KR7023960008,0,,1
WISCOM,024070,KR7024070005,0,,1
디씨엠,024090,KR7024090003,0,,1
기업은행,024110,KR7024110009,0,,1
한국콜마홀딩스,024720,KR7024720005,0,,1
대원화성,024890,KR7024890006,0,,1
덕양산업,024900,KR7024900003,0,,1
KPX케미칼,025000,KR7025000001,0,,1
SJM홀딩스,025530,KR7025530007,0,,1
한국단자,025540,KR7025540006,0,,1
미래산업,025560,KR7025560004,0,,1
제이준코스메틱,025620,KR7025620006,0,,1
한솔홈데코,025750,KR7025750001,0,,1
이구산업,025820,KR7025820002,0,,1
남해화학,025860,KR7025860008,0,,1
한국주강,025890,KR7025890005,0,,1
스틱인베스트먼트,026890,KR7026890004,0,,1
부국철강,026940,KR7026940007,0,,1
동서,026960,KR7026960005,0,,1
BGF,027410,KR7027410000,0,,1
마니커,027740,KR7027740000,0,,1
한국제지,027970,KR7027970003,0,,1
삼성엔지니어링,028050,KR7028050003,0,,1
동아지질,028100,KR7028100006,0,,1
삼성물산,028260,KR7028260008,0,,1
삼성물산우B,02826K,KR702826K016,0,,1
팬오션,028670,KR7028670008,0,,1
케이씨,029460,KR7029460003,0,,1
신도리코,029530,KR7029530003,0,,1
삼성카드,029780,KR7029780004,0,,1
제일기획,030000,KR7030000004,0,,1
NICE평가정보,030190,KR7030190003,0,,1
KT,030200,KR7030200000,0,,1
다올투자증권,030210,KR7030210009,0,,1
교보증권,030610,KR7030610000,0,,1
동원수산,030720,KR7030720007,0,,1
비케이탑스,030790,KR7030790000,0,,1
신세계인터내셔날,031430,KR7031430002,0,,1
신세계푸드,031440,KR7031440001,0,,1
콤텍시스템,031820,KR7031820004,0,,1
롯데관광개발,032350,KR7032350001,0,,1
황금에스티,032560,KR7032560005,0,,1
LG유플러스,032640,KR7032640005,0,,1
삼성생명,032830,KR7032830002,0,,1
KH 필룩스,033180,KR7033180001,0,,1
자화전자,033240,KR7033240003,0,,1
체시스,033250,KR7033250002,0,,1
유나이티드제약,033270,KR7033270000,0,,1
세종공업,033530,KR7033530007,0,,1
KT&G,033780,KR7033780008,0,,1
무학,033920,KR7033920000,0,,1
두산에너빌리티,034020,KR7034020008,0,,1
SBS,034120,KR7034120006,0,,1
LG디스플레이,034220,KR7034220004,0,,1
신세계건설,034300,KR7034300004,0,,1
NICE,034310,KR7034310003,0,,1
인천도시가스,034590,KR7034590000,0,,1
SK,034730,KR7034730002,0,,1
SK우,03473K,KR703473K016,0,,1
한국토지신탁,034830,KR7034830000,0,,1
HS애드,035000,KR7035000009,0,,1
백산,035150,KR7035150002,0,,1
강원랜드,035250,KR7035250000,0,,1
NAVER,035420,KR7035420009,0,,1
신세계 I&C,035510,KR7035510007,0,,1
카카오,035720,KR7035720002,0,,1
콘텐트리중앙,036420,KR7036420008,0,,1
한국가스공사,036460,KR7036460004,0,,1
SNT홀딩스,036530,KR7036530004,0,,1
엔씨소프트,036570,KR7036570000,0,,1
팜스코,036580,KR7036580009,0,,1
YG PLUS,037270,KR7037270006,0,,1
LG헬로비전,037560,KR7037560000,0,,1
광주신세계,037710,KR7037710001,0,,1
하나투어,039130,KR7039130000,0,,1
키움증권,039490,KR7039490008,0,,1
HDC랩스,039570,KR7039570007,0,,1
상신브레이크,041650,KR7041650003,0,,1
한화오션,042660,KR7042660001,0,,1
HD현대인프라코어,042670,KR7042670000,0,,1
한미반도체,042700,KR7042700005,0,,1
주연테크,044380,KR7044380004,0,,1
KSS해운,044450,KR7044450005,0,,1
코스맥스비티아이,044820,KR7044820009,0,,1
대우건설,047040,KR7047040001,0,,1
포스코인터내셔널,047050,KR7047050000,0,,1
유니온머티리얼,047400,KR7047400007,0,,1
한국항공우주,047810,KR7047810007,0,,1
동원F&B,049770,KR7049770001,0,,1
우진플라임,049800,KR7049800006,0,,1
한전KPS,051600,KR7051600005,0,,1
진양화학,051630,KR7051630002,0,,1
LG생활건강,051900,KR7051900009,0,,1
LG생활건강우,051905,KR7051901007,0,,1
LG화학,051910,KR7051910008,0,,1
LG화학우,051915,KR7051911006,0,,1
한전기술,052690,KR7052690005,0,,1
스카이라이프,053210,KR7053210001,0,,1
한미글로벌,053690,KR7053690004,0,,1
테이팩스,055490,KR7055490007,0,,1
신한지주,055550,KR7055550008,0,,1
현대홈쇼핑,057050,KR7057050007,0,,1
포스코스틸리온,058430,KR7058430000,0,,1
세아홀딩스,058650,KR7058650003,0,,1
다스코,058730,KR7058730003,0,,1
KTcs,058850,KR7058850009,0,,1
KTis,058860,KR7058860008,0,,1
HL홀딩스,060980,KR7060980000,0,,1
종근당바이오,063160,KR7063160006,0,,1
현대로템,064350,KR7064350002,0,,1
SNT모티브,064960,KR7064960008,0,,1
LG전자,066570,KR7066570003,0,,1
LG전자우,066575,KR7066571001,0,,1
세이브존I&C,067830,KR7067830000,0,,1
