hname,shcode,expcode,etfchk,filler,gubun
코맥스,036690,KR7036690006,0,,2
심텍홀딩스,036710,KR7036710002,0,,2
나이스정보통신,036800,KR7036800001,0,,2
에프에스티,036810,KR7036810000,0,,2
솔브레인홀딩스,036830,KR7036830008,0,,2
진성티이씨,036890,KR7036890002,0,,2
주성엔지니어링,036930,KR7036930006,0,,2
파워넷,037030,KR7037030004,0,,2
파세코,037070,KR7037070000,0,,2
한국팩키지,037230,KR7037230000,0,,2
인지디스플레,037330,KR7037330008,0,,2
성도이엔지,037350,KR7037350006,0,,2
EG,037370,KR7037370004,0,,2
우리엔터프라이즈,037400,KR7037400009,0,,2
희림,037440,KR7037440005,0,,2
삼지전자,037460,KR7037460003,0,,2
쎄니트,037760,KR7037760006,0,,2
엘컴텍,037950,KR7037950003,0,,2
제일테크노스,038010,KR7038010005,0,,2
루멘스,038060,KR7038060000,0,,2
서린바이오,038070,KR7038070009,0,,2
에코플라스틱,038110,KR7038110003,0,,2
마크로젠,038290,KR7038290003,0,,2
MIT,038340,KR7038340006,0,,2
레드캡투어,038390,KR7038390001,0,,2
바이오스마트,038460,KR7038460002,0,,2
삼표시멘트,038500,KR7038500005,0,,2
케이바이오,038530,KR7038530002,0,,2
상상인,038540,KR7038540001,0,,2
위즈코프,038620,KR7038620001,0,,2
에스넷,038680,KR7038680005,0,,2
에코바이오,038870,KR7038870002,0,,2
아이에이,038880,KR7038880001,0,,2
파인디지털,038950,KR7038950002,0,,2
현대에이치티,039010,KR7039010004,0,,2
이건홀딩스,039020,KR7039020003,0,,2
이오테크닉스,039030,KR7039030002,0,,2
오스코텍,039200,KR7039200001,0,,2
경남스틸,039240,KR7039240007,0,,2
인포뱅크,039290,KR7039290002,0,,2
세중,039310,KR7039310008,0,,2
한국경제TV,039340,KR7039340005,0,,2
케이엘넷,039420,KR7039420005,0,,2
에스티아이,039440,KR7039440003,0,,2
다산네트웍스,039560,KR7039560008,0,,2
화성밸브,039610,KR7039610001,0,,2
한국정보공학,039740,KR7039740006,0,,2
오로라,039830,KR7039830005,0,,2
디오,039840,KR7039840004,0,,2
나노엔텍,039860,KR7039860002,0,,2
리노스,039980,KR7039980008,0,,2
누리플렉스,040160,KR7040160004,0,,2
YTN,040300,KR7040300006,0,,2
큐로컴,040350,KR7040350001,0,,2
정상제이엘에스,040420,KR7040420002,0,,2
SG&G,040610,KR7040610008,0,,2
아이씨디,040910,KR7040910002,0,,2
폴라리스오피스,041020,KR7041020009,0,,2
우리기술투자,041190,KR7041190000,0,,2
현대에버다임,041440,KR7041440009,0,,2
한국전자인증,041460,KR7041460007,0,,2
에스엠,041510,KR7041510009,0,,2
이라이콤,041520,KR7041520008,0,,2
플래스크,041590,KR7041590001,0,,2
인바디,041830,KR7041830001,0,,2
에스텍파마,041910,KR7041910001,0,,2
메디아나,041920,KR7041920000,0,,2
동아화성,041930,KR7041930009,0,,2
코미팜,041960,KR7041960006,0,,2
카페24,042000,KR7042000000,0,,2
케이피엠테크,042040,KR7042040006,0,,2
에스씨디,042110,KR7042110007,0,,2
비츠로테크,042370,KR7042370007,0,,2
네오위즈홀딩스,042420,KR7042420000,0,,2
링네트,042500,KR7042500009,0,,2
라온시큐어,042510,KR7042510008,0,,2
한스바이오메드,042520,KR7042520007,0,,2
새로닉스,042600,KR7042600007,0,,2
상지카일룸,042940,KR7042940007,0,,2
엑서지21,043090,KR7043090000,0,,2
솔고바이오,043100,KR7043100007,0,,2
바텍,043150,KR7043150002,0,,2
파루,043200,KR7043200005,0,,2
티에스넥스젠,043220,KR7043220003,0,,2
성호전자,043260,KR7043260009,0,,2
에쎈테크,043340,KR7043340009,0,,2
디지아이,043360,KR7043360007,0,,2
피에이치에이,043370,KR7043370006,0,,2
웰킵스하이텍,043590,KR7043590009,0,,2
지니뮤직,043610,KR7043610005,0,,2
국순당,043650,KR7043650001,0,,2
서울리거,043710,KR7043710003,0,,2
자연과환경,043910,KR7043910009,0,,2
조광ILI,044060,KR7044060002,0,,2
KD,044180,KR7044180008,0,,2
위닉스,044340,KR7044340008,0,,2
블레이드 Ent,044480,KR7044480002,0,,2
태웅,044490,KR7044490001,0,,2
에이치케이,044780,KR7044780005,0,,2
이글벳,044960,KR7044960003,0,,2
오공,045060,KR7045060001,0,,2
한양이엔지,045100,KR7045100005,0,,2
성우테크론,045300,KR7045300001,0,,2
토탈소프트,045340,KR7045340007,0,,2
대아티아이,045390,KR7045390002,0,,2
정원엔시스,045510,KR7045510005,0,,2
크린앤사이언스,045520,KR7045520004,0,,2
에이텍,045660,KR7045660008,0,,2
코아시아,045970,KR7045970001,0,,2
코다코,046070,KR7046070009,0,,2
오르비텍,046120,KR7046120002,0,,2
SBS콘텐츠허브,046140,KR7046140000,0,,2
HLB파나진,046210,KR7046210001,0,,2
백금T&A,046310,KR7046310009,0,,2
삼화네트웍스,046390,KR7046390001,0,,2
KG모빌리언스,046440,KR7046440004,0,,2
서울반도체,046890,KR7046890000,0,,2
우원개발,046940,KR7046940003,0,,2
우리로,046970,KR7046970000,0,,2
한빛소프트,047080,KR7047080007,0,,2
파워로직스,047310,KR7047310008,0,,2
이스트소프트,047560,KR7047560008,0,,2
코데즈컴바인,047770,KR7047770003,0,,2
초록뱀미디어,047820,KR7047820006,0,,2
HLB제약,047920,KR7047920004,0,,2
현대바이오,048410,KR7048410005,0,,2
유라테크,048430,KR7048430003,0,,2
대동스틸,048470,KR7048470009,0,,2
인트론바이오,048530,KR7048530000,0,,2
SM C&C,048550,KR7048550008,0,,2
TPC,048770,KR7048770002,0,,2
엔피케이,048830,KR7048830004,0,,2
시너지이노베이션,048870,KR7048870000,0,,2
대원미디어,048910,KR7048910004,0,,2
인탑스,049070,KR7049070006,0,,2
기가레인,049080,KR7049080005,0,,2
파인디앤씨,049120,KR7049120009,0,,2
셀루메드,049180,KR7049180003,0,,2
코메론,049430,KR7049430002,0,,2
SGA,049470,KR7049470008,0,,2
오픈베이스,049480,KR7049480007,0,,2
유아이엘,049520,KR7049520000,0,,2
잉크테크,049550,KR7049550007,0,,2
재영솔루텍,049630,KR7049630007,0,,2
고려신용정보,049720,KR7049720006,0,,2
승일,049830,KR7049830003,0,,2
미래컴퍼니,049950,KR7049950009,0,,2
쎌바이오텍,049960,KR7049960008,0,,2
비케이홀딩스,050090,KR7050090000,0,,2
캠시스,050110,KR7050110006,0,,2
ES큐브,050120,KR7050120005,0,,2
에스폴리텍,050760,KR7050760008,0,,2
아세아텍,050860,KR7050860006,0,,2
쏠리드,050890,KR7050890003,0,,2
수산아이앤티,050960,KR7050960004,0,,2
지어소프트,051160,KR7051160000,0,,2
토비스,051360,KR7051360006,0,,2
인터플렉스,051370,KR7051370005,0,,2
피씨디렉트,051380,KR7051380004,0,,2
YW,051390,KR7051390003,0,,2
나라엠앤디,051490,KR7051490001,0,,2
CJ프레시웨이,051500,KR7051500007,0,,2
큐로홀딩스,051780,KR7051780005,0,,2
중앙첨단소재,051980,KR7051980001,0,,2
에스티큐브,052020,KR7052020005,0,,2
iMBC,052220,KR7052220001,0,,2
현대바이오랜드,052260,KR7052260007,0,,2
씨티프라퍼티,052300,KR7052300001,0,,2
코텍,052330,KR7052330008,0,,2
코나아이,052400,KR7052400009,0,,2
오성첨단소재,052420,KR7052420007,0,,2
아이크래프트,052460,KR7052460003,0,,2
한네트,052600,KR7052600004,0,,2
제일바이오,052670,KR7052670007,0,,2
아모텍,052710,KR7052710001,0,,2
아이톡시,052770,KR7052770005,0,,2
액토즈소프트,052790,KR7052790003,0,,2
아이앤씨,052860,KR7052860004,0,,2
KX하이텍,052900,KR7052900008,0,,2
바이넥스,053030,KR7053030003,0,,2
지에스이,053050,KR7053050001,0,,2
세동,053060,KR7053060000,0,,2
케이엔솔,053080,KR7053080008,0,,2
프리엠스,053160,KR7053160008,0,,2
금강철강,053260,KR7053260006,0,,2
구영테크,053270,KR7053270005,0,,2
예스24,053280,KR7053280004,0,,2
NE능률,053290,KR7053290003,0,,2
한국정보인증,053300,KR7053300000,0,,2
이니텍,053350,KR7053350005,0,,2
세코닉스,053450,KR7053450003,0,,2
웹케시,053580,KR7053580007,0,,2
한국테크놀로지,053590,KR7053590006,0,,2
프로텍,053610,KR7053610002,0,,2
태양,053620,KR7053620001,0,,2
삼보모터스,053700,KR7053700001,0,,2
안랩,053800,KR7053800009,0,,2
경남제약,053950,KR7053950002,0,,2
오상자이엘,053980,KR7053980009,0,,2
한국컴퓨터,054040,KR7054040001,0,,2
농우바이오,054050,KR7054050000,0,,2
삼진엘앤디,054090,KR7054090006,0,,2
메디콕스,054180,KR7054180005,0,,2
이랜텍,054210,KR7054210000,0,,2
비츠로시스,054220,KR7054220009,0,,2
팬스타엔터프라이즈,054300,KR7054300009,0,,2
케이피티유,054410,KR7054410006,0,,2
텔레칩스,054450,KR7054450002,0,,2
삼영엠텍,054540,KR7054540000,0,,2
APS,054620,KR7054620000,0,,2
에이디칩스,054630,KR7054630009,0,,2
대한뉴팜,054670,KR7054670005,0,,2
키이스트,054780,KR7054780002,0,,2
아이디스홀딩스,054800,KR7054800008,0,,2
한컴위드,054920,KR7054920004,0,,2
유신,054930,KR7054930003,0,,2
엑사이엔씨,054940,KR7054940002,0,,2
제이브이엠,054950,KR7054950001,0,,2
유진로봇,056080,KR7056080005,0,,2
이노시스,056090,KR7056090004,0,,2
에스에프에이,056190,KR7056190002,0,,2
코위버,056360,KR7056360001,0,,2
신화인터텍,056700,KR7056700008,0,,2
CNT85,056730,KR7056730005,0,,2
YBM넷,057030,KR7057030009,0,,2
옴니시스템,057540,KR7057540007,0,,2
티사이언티픽,057680,KR7057680001,0,,2
피에이치씨,057880,KR7057880007,0,,2
멕아이씨에스,058110,KR7058110008,0,,2
아리온,058220,KR7058220005,0,,2
KNN,058400,KR7058400003,0,,2
엔터파트너즈,058450,KR7058450008,0,,2
리노공업,058470,KR7058470006,0,,2
파나케이아,058530,KR7058530007,0,,2
에스피지,058610,KR7058610007,0,,2
엠게임,058630,KR7058630005,0,,2
CMG제약,058820,KR7058820002,0,,2
엠로,058970,KR7058970005,0,,2
미코,059090,KR7059090001,0,,2
아이컴포넌트,059100,KR7059100008,0,,2
아진엑스텍,059120,KR7059120006,0,,2
메타바이오메드,059210,KR7059210005,0,,2
해성티피씨,059270,KR7059270009,0,,2
인선이엔티,060150,KR7060150000,0,,2
소니드,060230,KR7060230000,0,,2
룽투코리아,060240,KR7060240009,0,,2
NHN KCP,060250,KR7060250008,0,,2
뉴보텍,060260,KR7060260007,0,,2
큐렉소,060280,KR7060280005,0,,2
3S,060310,KR7060310000,0,,2
LS마린솔루션,060370,KR7060370004,0,,2
동양에스텍,060380,KR7060380003,0,,2
국일신동,060480,KR7060480001,0,,2
에스에이티,060540,KR7060540002,0,,2
홈센타홀딩스,060560,KR7060560000,0,,2
드림어스컴퍼니,060570,KR7060570009,0,,2
씨티씨바이오,060590,KR7060590007,0,,2
KH바텍,060720,KR7060720000,0,,2
영림원소프트랩,060850,KR7060850005,0,,2
DGP,060900,KR7060900008,0,,2
알에프텍,061040,KR7061040002,0,,2
화일약품,061250,KR7061250007,0,,2
LB세미콘,061970,KR7061970000,0,,2
티엘아이,062860,KR7062860002,0,,2
피피아이,062970,KR7062970009,0,,2
컴투스홀딩스,063080,KR7063080006,0,,2
서울옥션,063170,KR7063170005,0,,2
SM Life Design,063440,KR7063440002,0,,2
한국전자금융,063570,KR7063570006,0,,2
이엘피,063760,KR7063760003,0,,2
웨스트라이즈,064090,KR7064090004,0,,2
홈캐스트,064240,KR7064240005,0,,2
다날,064260,KR7064260003,0,,2
인텍플러스,064290,KR7064290000,0,,2
브리지텍,064480,KR7064480007,0,,2
테크엘,064520,KR7064520000,0,,2
바이오니아,064550,KR7064550007,0,,2
티씨케이,064760,KR7064760002,0,,2
젬백스링크,064800,KR7064800006,0,,2
케이프,064820,KR7064820004,0,,2
에프앤가이드,064850,KR7064850001,0,,2
지엔코,065060,KR7065060006,0,,2
탑엔지니어링,065130,KR7065130007,0,,2
DSEN,065150,KR7065150005,0,,2
비엘팜텍,065170,KR7065170003,0,,2
신성델타테크,065350,KR7065350001,0,,2
위세아이텍,065370,KR7065370009,0,,2
에스아이리소스,065420,KR7065420002,0,,2
이루온,065440,KR7065440000,0,,2
빅텍,065450,KR7065450009,0,,2
오리엔트정공,065500,KR7065500001,0,,2
휴비츠,065510,KR7065510000,0,,2
와이어블,065530,KR7065530008,0,,2
녹원씨엔아이,065560,KR7065560005,0,,2
삼영이엔씨,065570,KR7065570004,0,,2
메디프론,065650,KR7065650004,0,,2
안트로젠,065660,KR7065660003,0,,2
우주일렉트로,065680,KR7065680001,0,,2
파커스,065690,KR7065690000,0,,2
서호전기,065710,KR7065710006,0,,2
CS,065770,KR7065770000,0,,2
웰크론,065950,KR7065950008,0,,2
하츠,066130,KR7066130006,0,,2
큐에스아이,066310,KR7066310004,0,,2
체리부로,066360,KR7066360009,0,,2
버킷스튜디오,066410,KR7066410002,0,,2
와이오엠,066430,KR7066430000,0,,2
우수AMS,066590,KR7066590001,0,,2
국보디자인,066620,KR7066620006,0,,2
디스플레이텍,066670,KR7066670001,0,,2
테라젠이텍스,066700,KR7066700006,0,,2
씨씨에스,066790,KR7066790007,0,,2
디에이피,066900,KR7066900002,0,,2
손오공,066910,KR7066910001,0,,2
엘앤에프,066970,KR7066970005,0,,2
한성크린텍,066980,KR7066980004,0,,2
조이시티,067000,KR7067000000,0,,2
이씨에스,067010,KR7067010009,0,,2
대화제약,067080,KR7067080002,0,,2
아프리카TV,067160,KR7067160002,0,,2
오텍,067170,KR7067170001,0,,2
멀티캠퍼스,067280,KR7067280008,0,,2
JW신약,067290,KR7067290007,0,,2
하나마이크론,067310,KR7067310003,0,,2
선바이오,067370,KR7067370007,0,,2
아스트,067390,KR7067390005,0,,2
엔브이에이치코리아,067570,KR7067570002,0,,2
HLB생명과학,067630,KR7067630004,0,,2
로지시스,067730,KR7067730002,0,,2
세진티에스,067770,KR7067770008,0,,2
와이엔텍,067900,KR7067900001,0,,2
이글루,067920,KR7067920009,0,,2
도이치모터스,067990,KR7067990002,0,,2
팬엔터테인먼트,068050,KR7068050004,0,,2
다원시스,068240,KR7068240001,0,,2
일신바이오,068330,KR7068330000,0,,2
셀트리온제약,068760,KR7068760008,0,,2
DMS,068790,KR7068790005,0,,2
디지털대성,068930,KR7068930007,0,,2
셀피글로벌,068940,KR7068940006,0,,2
웹젠,069080,KR7069080000,0,,2
누리플랜,069140,KR7069140002,0,,2
유아이디,069330,KR7069330009,0,,2
엔텔스,069410,KR7069410009,0,,2
에스텍,069510,KR7069510006,0,,2
라이트론,069540,KR7069540003,0,,2
아이에스이커머스,069920,KR7069920007,0,,2
엑스큐어,070300,KR7070300009,0,,2
한솔인티큐브,070590,KR7070590005,0,,2
인피니트헬스케어,071200,KR7071200000,0,,2
로체시스템즈,071280,KR7071280002,0,,2
위니아,071460,KR7071460000,0,,2
에이테크솔루션,071670,KR7071670004,0,,2
캐스텍코리아,071850,KR7071850002,0,,2
중앙백신,072020,KR7072020001,0,,2
우리산업홀딩스,072470,KR7072470008,0,,2
제넨바이오,072520,KR7072520000,0,,2
율호,072770,KR7072770001,0,,2
메가스터디,072870,KR7072870009,0,,2
빛샘전자,072950,KR7072950009,0,,2
에이치시티,072990,KR7072990005,0,,2
케이에스피,073010,KR7073010001,0,,2
엘엠에스,073110,KR7073110009,0,,2
듀오백,073190,KR7073190001,0,,2
이노와이어리스,073490,KR7073490005,0,,2
에프알텍,073540,KR7073540007,0,,2
우리손에프앤지,073560,KR7073560005,0,,2
리튬포어스,073570,KR7073570004,0,,2
테라사이언스,073640,KR7073640005,0,,2
아미노로직스,074430,KR7074430000,0,,2
원익QnC,074600,KR7074600008,0,,2
플랜티넷,075130,KR7075130005,0,,2
동국알앤에스,075970,KR7075970004,0,,2
웰크론한텍,076080,KR7076080001,0,,2
해성옵틱스,076610,KR7076610005,0,,2
덕산하이메탈,077360,KR7077360006,0,,2
이베스트투자증권,078020,KR7078020005,0,,2
유비쿼스홀딩스,078070,KR7078070000,0,,2
국일제지,078130,KR7078130002,0,,2
대봉엘에스,078140,KR7078140001,0,,2
HB테크놀러지,078150,KR7078150000,0,,2
메디포스트,078160,KR7078160009,0,,2
컴투스,078340,KR7078340007,0,,2
한양디지텍,078350,KR7078350006,0,,2
휴림에이텍,078590,KR7078590007,0,,2
대주전자재료,078600,KR7078600004,0,,2
아이오케이,078860,KR7078860004,0,,2
가온그룹,078890,KR7078890001,0,,2
퀀타피아,078940,KR7078940004,0,,2
와토스코리아,079000,KR7079000006,0,,2
한창산업,079170,KR7079170007,0,,2
케스피온,079190,KR7079190005,0,,2
제우스,079370,KR7079370003,0,,2
서산,079650,KR7079650008,0,,2
디이엔티,079810,KR7079810008,0,,2
가비아,079940,KR7079940003,0,,2
인베니아,079950,KR7079950002,0,,2
동양이엔피,079960,KR7079960001,0,,2
투비소프트,079970,KR7079970000,0,,2
에스엔유,080000,KR7080000003,0,,2
이상네트웍스,080010,KR7080010002,0,,2
모두투어,080160,KR7080160005,0,,2
제주반도체,080220,KR7080220007,0,,2
모다이노칩,080420,KR7080420003,0,,2
성창오토텍,080470,KR7080470008,0,,2
오디텍,080520,KR7080520000,0,,2
코디,080530,KR7080530009,0,,2
오킨스전자,080580,KR7080580004,0,,2
한국유니온제약,080720,KR7080720006,0,,2
티플랙스,081150,KR7081150005,0,,2
성우전자,081580,KR7081580003,0,,2
옵트론텍,082210,KR7082210006,0,,2
젬백스,082270,KR7082270000,0,,2
코스나인,082660,KR7082660002,0,,2
비보존 제약,082800,KR7082800004,0,,2
우리바이오,082850,KR7082850009,0,,2
비츠로셀,082920,KR7082920000,0,,2
엘오티베큠,083310,KR7083310003,0,,2
GST,083450,KR7083450007,0,,2
이엠앤아이,083470,KR7083470005,0,,2
에프엔에스테크,083500,KR7083500009,0,,2
케이엠,083550,KR7083550004,0,,2
인콘,083640,KR7083640003,0,,2
비에이치아이,083650,KR7083650002,0,,2
CSA 코스믹,083660,KR7083660001,0,,2
CG인바이츠,083790,KR7083790006,0,,2
아바코,083930,KR7083930008,0,,2
휴온스글로벌,084110,KR7084110006,0,,2
수성샐바시온,084180,KR7084180009,0,,2
유진테크,084370,KR7084370006,0,,2
유비온,084440,KR7084440007,0,,2
랩지노믹스,084650,KR7084650001,0,,2
팅크웨어,084730,KR7084730001,0,,2
아이티엠반도체,084850,KR7084850007,0,,2
헬릭스미스,084990,KR7084990001,0,,2
차바이오텍,085660,KR7085660009,0,,2
뉴프렉스,085670,KR7085670008,0,,2
알티캐스트,085810,KR7085810000,0,,2
네오티스,085910,KR7085910008,0,,2
바이오톡스텍,086040,KR7086040003,0,,2
진바이오텍,086060,KR7086060001,0,,2
유니테스트,086390,KR7086390002,0,,2
동국제약,086450,KR7086450004,0,,2
에코프로,086520,KR7086520004,0,,2
비엠티,086670,KR7086670007,0,,2
선진뷰티사이언스,086710,KR7086710001,0,,2
바이오솔루션,086820,KR7086820008,0,,2
이수앱지스,086890,KR7086890001,0,,2
메디톡스,086900,KR7086900008,0,,2
MDS테크,086960,KR7086960002,0,,2
쇼박스,086980,KR7086980000,0,,2
펩트론,087010,KR7087010005,0,,2
모바일어플라이언스,087260,KR7087260006,0,,2
픽셀플러스,087600,KR7087600003,0,,2
동아엘텍,088130,KR7088130000,0,,2
쏘닉스,088280,KR7088280003,0,,2
이원컴포텍,088290,KR7088290002,0,,2
이녹스,088390,KR7088390000,0,,2
에이스테크,088800,KR7088800008,0,,2
동우팜투테이블,088910,KR7088910005,0,,2
켐트로닉스,089010,KR7089010003,0,,2
테크윙,089030,KR7089030001,0,,2
넥스턴바이오,089140,KR7089140008,0,,2
케이씨티,089150,KR7089150007,0,,2
THE E&M,089230,KR7089230007,0,,2
에이티세미콘,089530,KR7089530000,0,,2
나스미디어,089600,KR7089600001,0,,2
제이티,089790,KR7089790000,0,,2
유비벨록스,089850,KR7089850002,0,,2
코세스,089890,KR7089890008,0,,2
에이피티씨,089970,KR7089970008,0,,2
상아프론테크,089980,KR7089980007,0,,2
아이윈,090150,KR7090150004,0,,2
로보스타,090360,KR7090360009,0,,2
덕신하우징,090410,KR7090410002,0,,2
제이스텍,090470,KR7090470006,0,,2
휴림로봇,090710,KR7090710005,0,,2
현대이지웰,090850,KR7090850009,0,,2
이엠텍,091120,KR7091120006,0,,2
S&K폴리텍,091340,KR7091340000,0,,2
텔레필드,091440,KR7091440008,0,,2
상신이디피,091580,KR7091580001,0,,2
남화토건,091590,KR7091590000,0,,2
파트론,091700,KR7091700005,0,,2
나노캠텍,091970,KR7091970004,0,,2
셀트리온헬스케어,091990,KR7091990002,0,,2
아미코젠,092040,KR7092040005,0,,2
디엔에프,092070,KR7092070002,0,,2
이크레더블,092130,KR7092130004,0,,2
서울바이오시스,092190,KR7092190008,0,,2
현우산업,092300,KR7092300003,0,,2
한라IMS,092460,KR7092460005,0,,2
앤씨앤,092600,KR7092600006,0,,2
네오팜,092730,KR7092730001,0,,2
엑시콘,092870,KR7092870005,0,,2
빅솔론,093190,KR7093190007,0,,2
케이아이엔엑스,093320,KR7093320000,0,,2
풍강,093380,KR7093380004,0,,2
매커스,093520,KR7093520005,0,,2
케이알엠,093640,KR7093640001,0,,2
서원인텍,093920,KR7093920007,0,,2
동운아나텍,094170,KR7094170008,0,,2
칩스앤미디어,094360,KR7094360005,0,,2
갤럭시아머니트리,094480,KR7094480001,0,,2
일진파워,094820,KR7094820008,0,,2
슈프리마에이치큐,094840,KR7094840006,0,,2
참좋은여행,094850,KR7094850005,0,,2
네오리진,094860,KR7094860004,0,,2
푸른기술,094940,KR7094940004,0,,2
제이엠티,094970,KR7094970001,0,,2
이엠코리아,095190,KR7095190005,0,,2
웨이브일렉트로,095270,KR7095270005,0,,2
ISC,095340,KR7095340006,0,,2
미래나노텍,095500,KR7095500005,0,,2
테스,095610,KR7095610002,0,,2
네오위즈,095660,KR7095660007,0,,2
제넥신,095700,KR7095700001,0,,2
에스에너지,095910,KR7095910006,0,,2
이트론,096040,KR7096040001,0,,2
크레버스,096240,KR7096240007,0,,2
대창솔루션,096350,KR7096350004,0,,2
씨젠,096530,KR7096530001,0,,2
알에프세미,096610,KR7096610001,0,,2
에스코넥,096630,KR7096630009,0,,2
에이루트,096690,KR7096690003,0,,2
엘디티,096870,KR7096870001,0,,2
에코볼트,097780,KR7097780001,0,,2
윈팩,097800,KR7097800007,0,,2
효성오앤비,097870,KR7097870000,0,,2
마이크로컨텍솔,098120,KR7098120009,0,,2
고영,098460,KR7098460009,0,,2
에스티오,098660,KR7098660004,0,,2
아이센스,099190,KR7099190001,0,,2
SDN,099220,KR7099220006,0,,2
쎄트렉아이,099320,KR7099320004,0,,2
브레인즈컴퍼니,099390,KR7099390007,0,,2
동방선기,099410,KR7099410003,0,,2
바이오플러스,099430,KR7099430001,0,,2
스맥,099440,KR7099440000,0,,2
ITX-AI,099520,KR7099520009,0,,2
이지케어텍,099750,KR7099750002,0,,2
인지소프트,100030,KR7100030006,0,,2
뷰웍스,100120,KR7100120005,0,,2
동국S&C,100130,KR7100130004,0,,2
머큐리,100590,KR7100590009,0,,2
서암기계공업,100660,KR7100660000,0,,2
세운메디칼,100700,KR7100700004,0,,2
미래에셋벤처투자,100790,KR7100790005,0,,2
상상인인더스트리,101000,KR7101000008,0,,2
월덱스,101160,KR7101160000,0,,2
우림피티에스,101170,KR7101170009,0,,2
씨큐브,101240,KR7101240000,0,,2
모베이스,101330,KR7101330009,0,,2
에코앤드림,101360,KR7101360006,0,,2
아이엠,101390,KR7101390003,0,,2
엔시트론,101400,KR7101400000,0,,2
에스앤에스텍,101490,KR7101490001,0,,2
하이드로리튬,101670,KR7101670008,0,,2
한국정밀기계,101680,KR7101680007,0,,2
위메이드맥스,101730,KR7101730000,0,,2
인화정공,101930,KR7101930006,0,,2
어보브반도체,102120,KR7102120003,0,,2
케이옥션,102370,KR7102370004,0,,2
이엔에프테크놀로지,102710,KR7102710001,0,,2
코오롱생명과학,102940,KR7102940004,0,,2
에스앤더블류,103230,KR7103230009,0,,2
우양,103840,KR7103840005,0,,2
대성파인텍,104040,KR7104040001,0,,2
NHN벅스,104200,KR7104200001,0,,2
디와이피엔에프,104460,KR7104460001,0,,2
티케이케미칼,104480,KR7104480009,0,,2
코렌텍,104540,KR7104540000,0,,2
노랑풍선,104620,KR7104620000,0,,2
원익머트리얼즈,104830,KR7104830005,0,,2
케이엔더블유,105330,KR7105330005,0,,2
트루윈,105550,KR7105550008,0,,2
디케이락,105740,KR7105740005,0,,2
하이소닉,106080,KR7106080005,0,,2
하이텍팜,106190,KR7106190002,0,,2
파인테크닉스,106240,KR7106240005,0,,2
노블엠앤비,106520,KR7106520000,0,,2
새빗켐,107600,KR7107600009,0,,2
톱텍,108230,KR7108230004,0,,2
대양전기공업,108380,KR7108380007,0,,2
로보티즈,108490,KR7108490004,0,,2
셀바스AI,108860,KR7108860008,0,,2
옵티시스,109080,KR7109080002,0,,2
에스와이,109610,KR7109610006,0,,2
디에스케이,109740,KR7109740001,0,,2
진매트릭스,109820,KR7109820001,0,,2
동일금속,109860,KR7109860007,0,,2
에이프로젠 H&G,109960,KR7109960005,0,,2
전진바이오팜,110020,KR7110020005,0,,2
크리스에프앤씨,110790,KR7110790003,0,,2
디아이티,110990,KR7110990009,0,,2
남화산업,111710,KR7111710000,0,,2
KH 전자,111870,KR7111870002,0,,2
위메이드,112040,KR7112040001,0,,2
와이씨켐,112290,KR7112290002,0,,2
디젠스,113810,KR7113810006,0,,2
크루셜텍,114120,KR7114120009,0,,2
강원에너지,114190,KR7114190002,0,,2
그린생명과학,114450,KR7114450000,0,,2
폴라리스우노,114630,KR7114630007,0,,2
한솔아이원스,114810,KR7114810005,0,,2
아이패밀리에스씨,114840,KR7114840002,0,,2
휴맥스,115160,KR7115160004,0,,2
큐리언트,115180,KR7115180002,0,,2
인포바인,115310,KR7115310005,0,,2
우리넷,115440,KR7115440000,0,,2
HLB테라퓨틱스,115450,KR7115450009,0,,2
씨유메디칼,115480,KR7115480006,0,,2
케이씨에스,115500,KR7115500001,0,,2
씨엔플러스,115530,KR7115530008,0,,2
스타플렉스,115570,KR7115570004,0,,2
이미지스,115610,KR7115610008,0,,2
연우,115960,KR7115960007,0,,2
알파홀딩스,117670,KR7117670000,0,,2
티로보틱스,117730,KR7117730002,0,,2
모트렉스,118990,KR7118990001,0,,2
포메탈,119500,KR7119500007,0,,2
인터로조,119610,KR7119610004,0,,2
아이텍,119830,KR7119830008,0,,2
지엔씨에너지,119850,KR7119850006,0,,2
커넥트웨이브,119860,KR7119860005,0,,2
대정화금,120240,KR7120240007,0,,2
골프존뉴딘홀딩스,121440,KR7121440002,0,,2
나노신소재,121600,KR7121600001,0,,2
비덴트,121800,KR7121800007,0,,2
코이즈,121850,KR7121850002,0,,2
에스디시스템,121890,KR7121890008,0,,2
제노레이,122310,KR7122310006,0,,2
삼기,122350,KR7122350002,0,,2
KX,122450,KR7122450000,0,,2
예스티,122640,KR7122640006,0,,2
서진오토모티브,122690,KR7122690001,0,,2
와이지엔터테인먼트,122870,KR7122870009,0,,2
와이솔,122990,KR7122990005,0,,2
아이윈플러스,123010,KR7123010001,0,,2
엠에스오토텍,123040,KR7123040008,0,,2
제닉,123330,KR7123330003,0,,2
코리아에프티,123410,KR7123410003,0,,2
위메이드플레이,123420,KR7123420002,0,,2
이엠넷,123570,KR7123570004,0,,2
알톤스포츠,123750,KR7123750002,0,,2
한일진공,123840,KR7123840001,0,,2
아나패스,123860,KR7123860009,0,,2
아이티센,124500,KR7124500000,0,,2
태웅로직스,124560,KR7124560004,0,,2
아모그린텍,125210,KR7125210005,0,,2
